WORD_LOWER;AROUSAL_MEAN
identität;5,35
idol;5,10
ignoranz;6,75
gebrechen;5,85
unreif;5,10
unmoralisch;6,45
gleichgültig;3,35
minderwertig;6,50
einwohner;4,05
unschuldig;4,30
beleidigung;6,50
intellekt;4,85
geschlechtsverkehr;6,75
investieren;4,65
stück;3,85
witz;5,25
jovial;4,30
veröffentlichung;5,25
taschentuch;3,45
ketchup;4,05
kessel;4,10
schlüssel;4,00
kinder;5,95
knoten;3,95
lamm;2,95
großzügig;4,15
rasen;2,85
prozess;4,75
faul;3,70
legende;4,20
leuchtturm;3,70
gelenkig;4,25
lebhaft;6,05
spind;4,05
verlierer;5,53
verloren;5,20
maschine;3,25
verrückt;6,35
post;4,75
zerfleischen;7,50
manisch;6,10
konsole;3,70
material;3,75
erinnerungen;4,45
fröhlich;5,26
unordentlich;5,60
methode;3,35
mobilität;4,80
gussform;3,75
temperamentvoll;6,35
trüb;4,05
muffin;4,05
museum;3,35
unbekleidet;5,55
betäubungsmittel;5,85
ekelhaft;7,10
natürlich;3,60
vernachlässigung;6,70
nervös;6,55
neurotisch;6,50
nachrichten;5,15
sympathisch;4,60
brustwarze;6,10
blödsinn;5,55
strick;5,15
ernähren;3,90
belästigung;7,25
kinderkrippe;3,80
fettleibigkeit;6,20
gehorchen;5,63
widerlich;6,85
obszön;6,45
besessenheit;7,85
beleidigen;6,70
optimismus;5,05
möglichkeit;4,30
orgasmus;7,20
gräueltat;7,50
außerordentlich;6,20
bewölkt;3,85
anstrich;3,80
pamphlet;4,65
lähmung;5,70
durchgang;4,25
geduldig;3,10
patriot;5,65
bußgeld;6,75
penis;6,60
dachwohnung;3,80
kniff;4,95
flach;3,35
poster;3,55
prestige;5,85
fortschritt;5,45
ätzend;7,00
python;5,95
königin;4,45
strahlend;6,00
heizkörper;3,45
ranzig;5,65
rasierapparat;4,35
reptil;5,30
beleidigt;5,90
restaurant;4,30
räuber;6,00
fels;3,15
rau;5,15
sicher;3,30
heiliger;4,40
speichern;3,60
abkochen;3,90
sündenbock;6,25
brennend;6,45
flinte;5,40
aufschrei;6,60
doof;5,40
langsam;3,15
schneeregen;5,35
glatt;4,00
gesellig;4,58
beruhigen;3,30
prügel;7,25
sphäre;3,95
spray;4,55
frühling;4,55
stagnierend;4,15
statue;3,70
zucker;4,40
sonnenlicht;3,90
herumfummeln;6,35
geschmack;4,10
taxi;3,60
zärtlich;4,50
thermometer;3,45
werkzeug;3,90
spielzeug;3,55
gepäckträger;4,10
abenddämmerung;3,90
gerät;3,95
vagina;6,05
ehefrau;4,80
windmühle;3,25
zwinkern;4,85
einfallsreichtum;5,15
schriftsteller;3,85
jung;5,00
elan;5,45
